ind,var_name,var_description,var_value,var_unit,var_alg,var_need,user_input,v_linked
717,ce_212_14118_mat,Construction Joints site material cost for 212.14118,245459.63443483823,$,category_scale,"ref_212_14118_mat, scale_sup_str_V",0,212.1411_mat
718,ce_212_14118_lab,Construction Joints site labor cost for 212.14118,597545.2587650847,$,category_scale,"ref_212_14118_lab, scale_sup_str_V",0,212.1411_lab
719,ce_212_1412_fac,Containment Dome factory equipment cost for 212.1412,0.0,$,sum_all,"ce_212_14121_fac, ce_212_14122_fac, ce_212_14123_fac, ce_212_14125_fac, ce_212_14127_fac, ce_212_14128_fac",0,212.141_fac
720,ce_212_1412_mat,Containment Dome site material cost for 212.1412,3658110.955731712,$,sum_all,"ce_212_14121_mat, ce_212_14122_mat, ce_212_14123_mat, ce_212_14125_mat, ce_212_14127_mat, ce_212_14128_mat",0,212.141_mat
721,ce_212_1412_lab,Containment Dome site labor cost for 212.1412,2781923.024968618,$,sum_all,"ce_212_14121_lab, ce_212_14122_lab, ce_212_14123_lab, ce_212_14125_lab, ce_212_14127_lab, ce_212_14128_lab",0,212.141_lab
722,ce_212_14121_fac,Formwork factory equipment cost for 212.14121,0.0,$,,,0,212.1412_fac
723,ce_212_14121_mat,Formwork site material cost for 212.14121,0.0,$,category_scale,"ref_212_14121_mat, scale_sup_str_V, adj_none",0,212.1412_mat
724,ce_212_14121_lab,Formwork site labor cost for 212.14121,0.0,$,category_scale,"ref_212_14121_lab, scale_sup_str_V, adj_none",0,212.1412_lab
725,ce_212_14122_fac,Reinforcing Steel factory equipment cost for 212.14122,0.0,$,,,0,212.1412_fac
726,ce_212_14122_mat,Reinforcing Steel site material cost for 212.14122,3108898.414640052,$,category_scale,"ref_212_14122_mat, scale_sup_str_V, adj_cont_mat_1_48",0,212.1412_mat
727,ce_212_14122_lab,Reinforcing Steel site labor cost for 212.14122,1564590.3568760036,$,category_scale,"ref_212_14122_lab, scale_sup_str_V, adj_212_14122_lab",0,212.1412_lab
728,ce_212_14123_fac,Concrete factory equipment cost for 212.14123,0.0,$,,,0,212.1412_fac
729,ce_212_14123_mat,Concrete site material cost for 212.14123,492836.2763720937,$,category_scale,"ref_212_14123_mat, scale_sup_str_V",0,212.1412_mat
730,ce_212_14123_lab,Concrete site labor cost for 212.14123,965916.6708574004,$,category_scale,"ref_212_14123_lab, scale_sup_str_V",0,212.1412_lab
731,ce_212_14125_fac,Rubbing Surfaces factory equipment cost for 212.14125,0.0,$,,,0,212.1412_fac
732,ce_212_14125_mat,Rubbing Surfaces site material cost for 212.14125,7866.455541661565,$,category_scale,"ref_212_14125_mat, scale_sup_str_V",0,212.1412_mat
733,ce_212_14125_lab,Rubbing Surfaces site labor cost for 212.14125,133321.2491440316,$,category_scale,"ref_212_14125_lab, scale_sup_str_V",0,212.1412_lab
734,ce_212_14127_fac,Cadwelds factory equipment cost for 212.14127,0.0,$,,,0,212.1412_fac
735,ce_212_14127_mat,Cadwelds site material cost for 212.14127,0.0,$,category_scale,"ref_212_14127_mat, scale_sup_str_V, adj_none",0,212.1412_mat
736,ce_212_14127_lab,Cadwelds site labor cost for 212.14127,0.0,$,category_scale,"ref_212_14127_lab, scale_sup_str_V, adj_none",0,212.1412_lab
737,ce_212_14128_fac,Construction Joints factory equipment cost for 212.14128,0.0,$,,,0,212.1412_fac
738,ce_212_14128_mat,Construction Joints site material cost for 212.14128,48509.80917790416,$,category_scale,"ref_212_14128_mat, scale_sup_str_V",0,212.1412_mat
739,ce_212_14128_lab,Construction Joints site labor cost for 212.14128,118094.74809118216,$,category_scale,"ref_212_14128_lab, scale_sup_str_V",0,212.1412_lab
740,ce_212_140_fac,Interior Concrete factory equipment cost for 212.140,3384358.55023979,$,category_scale,"ref_212_140_fac, scale_sup_const",0,212.14_fac
741,ce_212_140_mat,Interior Concrete site material cost for 212.140,13289138.402661176,$,category_scale,"ref_212_140_mat, scale_sup_const",0,212.14_mat
742,ce_212_140_lab,Interior Concrete site labor cost for 212.140,45514958.84916846,$,category_scale,"ref_212_140_lab, scale_sup_const",0,212.14_lab
743,ce_212_1419_fac,Removable Plugs factory equipment cost for 212.1419,0.0,$,,,0,212.141_fac
744,ce_212_1419_mat,Removable Plugs site material cost for 212.1419,194726.24050509284,$,category_scale,"ref_212_1419_mat, scale_sup_str_V",0,212.141_mat
745,ce_212_1419_lab,Removable Plugs site labor cost for 212.1419,666606.2457201581,$,category_scale,"ref_212_1419_lab, scale_sup_str_V",0,212.141_lab
746,ce_212_142_fac,Structural & Miscellaneous Steel factory equipment cost for 212.142,0.0,$,,,0,212.14_fac
747,ce_212_142_mat,Structural & Miscellaneous Steel site material cost for 212.142,3837058.018969012,$,category_scale,"ref_212_142_mat, scale_sup_const",0,212.14_mat
748,ce_212_142_lab,Structural & Miscellaneous Steel site labor cost for 212.142,2923632.663465121,$,category_scale,"ref_212_142_lab, scale_sup_const",0,212.14_lab
749,ce_212_149_fac,Painting factory equipment cost for 212.149,0.0,$,,,0,212.14_fac
750,ce_212_149_mat,Painting site material cost for 212.149,2468990.6062221574,$,category_scale,"ref_212_149_mat, scale_sup_str_S",0,212.14_mat
751,ce_212_149_lab,Painting site labor cost for 212.149,12605539.137800382,$,category_scale,"ref_212_149_lab, scale_sup_str_S",0,212.14_lab
752,ce_213_141_fac,Concrete Work factory equipment cost for 213.141,0.0,$,,,0,213.14_fac
753,ce_213_141_mat,Concrete Work site material cost for 213.141,473512.8412995845,$,category_scale,"ref_213_141_mat, scale_turb_gen_bldg_sup_vol",0,213.14_mat
754,ce_213_141_lab,Concrete Work site labor cost for 213.141,1221163.2281852113,$,category_scale,"ref_213_141_lab, scale_turb_gen_bldg_sup_vol",0,213.14_lab
755,ce_213_142_fac,Structural & Miscellaneous Steel factory equipment cost for 213.142,0.0,$,,,0,213.14_fac
756,ce_213_142_mat,Structural & Miscellaneous Steel site material cost for 213.142,22438700.415805608,$,category_scale,"ref_213_142_mat, scale_bldg_V",0,213.14_mat
757,ce_213_142_lab,Structural & Miscellaneous Steel site labor cost for 213.142,14169619.210507048,$,category_scale,"ref_213_142_lab, scale_bldg_V",0,213.14_lab
758,ce_213_143_fac,Exterior Walls factory equipment cost for 213.143,0.0,$,,,0,213.14_fac
759,ce_213_143_mat,Exterior Walls site material cost for 213.143,1819014.735324296,$,category_scale,"ref_213_143_mat, scale_turb_gen_bldg_sup_S",0,213.14_mat
760,ce_213_143_lab,Exterior Walls site labor cost for 213.143,1575247.5631917254,$,category_scale,"ref_213_143_lab, scale_turb_gen_bldg_sup_S",0,213.14_lab
761,ce_213_144_fac,Roof Deck factory equipment cost for 213.144,0.0,$,,,0,213.14_fac
762,ce_213_144_mat,Roof Deck site material cost for 213.144,627619.9902490623,$,category_scale,"ref_213_144_mat, scale_sub_str_S",0,213.14_mat
763,ce_213_144_lab,Roof Deck site labor cost for 213.144,604987.2644135082,$,category_scale,"ref_213_144_lab, scale_sub_str_S",0,213.14_lab
764,ce_213_145_fac,Roofing & Flashing factory equipment cost for 213.145,0.0,$,,,0,213.14_fac
765,ce_213_145_mat,Roofing & Flashing site material cost for 213.145,297638.9385733771,$,category_scale,"ref_213_145_mat, scale_sub_str_S",0,213.14_mat
766,ce_213_145_lab,Roofing & Flashing site labor cost for 213.145,320601.8450655738,$,category_scale,"ref_213_145_lab, scale_sub_str_S",0,213.14_lab
767,ce_213_146_fac,Interior Walls & Partition factory equipment cost for 213.146,0.0,$,,,0,213.14_fac
768,ce_213_146_mat,Interior Walls & Partition site material cost for 213.146,260426.9110328309,$,category_scale,"ref_213_146_mat, scale_bldg_V",0,213.14_mat
769,ce_213_146_lab,Interior Walls & Partition site labor cost for 213.146,407182.9200146566,$,category_scale,"ref_213_146_lab, scale_bldg_V",0,213.14_lab
770,ce_213_147_fac,Doors & Windows factory equipment cost for 213.147,0.0,$,,,0,213.14_fac
771,ce_213_147_mat,Doors & Windows site material cost for 213.147,903580.1334755552,$,category_scale,"ref_213_147_mat, scale_bldg_V",0,213.14_mat
772,ce_213_147_lab,Doors & Windows site labor cost for 213.147,590330.5279731657,$,category_scale,"ref_213_147_lab, scale_bldg_V",0,213.14_lab
773,ce_213_149_fac,Painting factory equipment cost for 213.149,0.0,$,,,0,213.14_fac
774,ce_213_149_mat,Painting site material cost for 213.149,94462.52784401408,$,category_scale,"ref_213_149_mat, scale_turb_gen_bldg_sup_S",0,213.14_mat
775,ce_213_149_lab,Painting site labor cost for 213.149,1639057.3147869715,$,category_scale,"ref_213_149_lab, scale_turb_gen_bldg_sup_S",0,213.14_lab
776,ce_215_141_fac,Concrete Work factory equipment cost for 215.141,0.0,$,,,0,215.14_fac
777,ce_215_141_mat,Concrete Work site material cost for 215.141,3262104.990817132,$,category_scale,"ref_215_141_mat, scale_pri_aux_bldg_sup_vol",0,215.14_mat
778,ce_215_141_lab,Concrete Work site labor cost for 215.141,10367776.320793144,$,category_scale,"ref_215_141_lab, scale_pri_aux_bldg_sup_vol",0,215.14_lab
779,ce_215_142_fac,Structural & Miscellaneous Steel factory equipment cost for 215.142,0.0,$,,,0,215.14_fac
780,ce_215_142_mat,Structural & Miscellaneous Steel site material cost for 215.142,1085567.8241478077,$,category_scale,"ref_215_142_mat, scale_pri_aux_bldg_bldg_vol",0,215.14_mat
781,ce_215_142_lab,Structural & Miscellaneous Steel site labor cost for 215.142,683150.5168248869,$,category_scale,"ref_215_142_lab, scale_pri_aux_bldg_bldg_vol",0,215.14_lab
782,ce_215_145_fac,Roofing & Flashing factory equipment cost for 215.145,0.0,$,,,0,215.14_fac
783,ce_215_145_mat,Roofing & Flashing site material cost for 215.145,38679.04266404173,$,category_scale,"ref_215_145_mat, scale_pri_aux_bldg_sub_S",0,215.14_mat
784,ce_215_145_lab,Roofing & Flashing site labor cost for 215.145,41706.52092709427,$,category_scale,"ref_215_145_lab, scale_pri_aux_bldg_sub_S",0,215.14_lab
785,ce_215_146_fac,Interior Walls & Partition factory equipment cost for 215.146,0.0,$,,,0,215.14_fac
786,ce_215_146_mat,Interior Walls & Partition site material cost for 215.146,80622.38030974001,$,category_scale,"ref_215_146_mat, scale_pri_aux_bldg_bldg_vol",0,215.14_mat
787,ce_215_146_lab,Interior Walls & Partition site labor cost for 215.146,88142.44585117852,$,category_scale,"ref_215_146_lab, scale_pri_aux_bldg_bldg_vol",0,215.14_lab
788,ce_215_147_fac,Doors & Windows factory equipment cost for 215.147,0.0,$,,,0,215.14_fac
789,ce_215_147_mat,Doors & Windows site material cost for 215.147,32509.13475523197,$,category_scale,"ref_215_147_mat, scale_pri_aux_bldg_bldg_vol",0,215.14_mat
790,ce_215_147_lab,Doors & Windows site labor cost for 215.147,30123.984768712413,$,category_scale,"ref_215_147_lab, scale_pri_aux_bldg_bldg_vol",0,215.14_lab
791,ce_215_149_fac,Painting factory equipment cost for 215.149,0.0,$,,,0,215.14_fac
792,ce_215_149_mat,Painting site material cost for 215.149,55262.54872323232,$,category_scale,"ref_215_149_mat, scale_pri_aux_bldg_sup_S",0,215.14_mat
793,ce_215_149_lab,Painting site labor cost for 215.149,261431.50646262625,$,category_scale,"ref_215_149_lab, scale_pri_aux_bldg_sup_S",0,215.14_lab
794,ce_215_221_fac,Rotating Machinery factory equipment cost for 215.221,2521628.5440221345,$,category_scale,"ref_215_221_fac, scale_P",0,215.22_fac
795,ce_215_221_mat,Rotating Machinery site material cost for 215.221,28864.40564110573,$,category_scale,"ref_215_221_mat, scale_P",0,215.22_mat
796,ce_215_221_lab,Rotating Machinery site labor cost for 215.221,335031.1497269407,$,category_scale,"ref_215_221_lab, scale_P",0,215.22_lab
797,ce_215_222_fac,Heat Transfer Equipment factory equipment cost for 215.222,1928702.285568636,$,category_scale,"ref_215_222_fac, scale_P",0,215.22_fac
798,ce_215_222_mat,Heat Transfer Equipment site material cost for 215.222,28361.852968694733,$,category_scale,"ref_215_222_mat, scale_P",0,215.22_mat
799,ce_215_222_lab,Heat Transfer Equipment site labor cost for 215.222,329297.08533923613,$,category_scale,"ref_215_222_lab, scale_P",0,215.22_lab
800,ce_215_223_fac,Tanks & Pressure Vessels factory equipment cost for 215.223,39253.11776857916,$,category_scale,"ref_215_223_fac, scale_P",0,215.22_fac
801,ce_215_223_mat,Tanks & Pressure Vessels site material cost for 215.223,2525.0959433458074,$,category_scale,"ref_215_223_mat, scale_P",0,215.22_mat
802,ce_215_223_lab,Tanks & Pressure Vessels site labor cost for 215.223,30070.029282976266,$,category_scale,"ref_215_223_lab, scale_P",0,215.22_lab
803,ce_215_224_fac,Purification & Filtration Equipment factory equipment cost for 215.224,468009.1189754314,$,category_scale,"ref_215_224_fac, scale_P",0,215.22_fac
804,ce_215_224_mat,Purification & Filtration Equipment site material cost for 215.224,7880.519205779626,$,category_scale,"ref_215_224_mat, scale_P",0,215.22_mat
805,ce_215_224_lab,Purification & Filtration Equipment site labor cost for 215.224,91473.00338756749,$,category_scale,"ref_215_224_lab, scale_P",0,215.22_lab
806,ce_215_225_fac,Piping & Ductwork factory equipment cost for 215.225,207580.7802923052,$,category_scale,"ref_215_225_fac, scale_pri_aux_bldg_bldg_vol",0,215.22_fac
807,ce_215_225_mat,Piping & Ductwork site material cost for 215.225,409832.3108319993,$,category_scale,"ref_215_225_mat, scale_pri_aux_bldg_bldg_vol",0,215.22_mat
808,ce_215_225_lab,Piping & Ductwork site labor cost for 215.225,1860294.642882204,$,category_scale,"ref_215_225_lab, scale_pri_aux_bldg_bldg_vol",0,215.22_lab
809,ce_215_226_fac,Valves & Dampers factory equipment cost for 215.226,102810.59576480737,$,category_scale,"ref_215_226_fac, scale_pri_aux_bldg_bldg_vol",0,215.22_fac
810,ce_215_226_mat,Valves & Dampers site material cost for 215.226,3410.467256421423,$,category_scale,"ref_215_226_mat, scale_pri_aux_bldg_bldg_vol",0,215.22_mat
811,ce_215_226_lab,Valves & Dampers site labor cost for 215.226,40207.10909078991,$,category_scale,"ref_215_226_lab, scale_pri_aux_bldg_bldg_vol",0,215.22_lab
812,ce_215_227_fac,Piping & Miscellaneous Items factory equipment cost for 215.227,79866.59286784887,$,category_scale,"ref_215_227_fac, scale_pri_aux_bldg_bldg_vol",0,215.22_fac
813,ce_215_227_mat,Piping & Miscellaneous Items site material cost for 215.227,0.0,$,,,0,215.22_mat
814,ce_215_227_lab,Piping & Miscellaneous Items site labor cost for 215.227,0.0,$,,,0,215.22_lab
815,ce_215_228_fac,Instrumentation & Control factory equipment cost for 215.228,27529.948177368948,$,category_scale,"ref_215_228_fac, scale_P",0,215.22_fac
816,ce_215_228_mat,Instrumentation & Control site material cost for 215.228,1486.0760002230988,$,category_scale,"ref_215_228_mat, scale_P",0,215.22_mat
817,ce_215_228_lab,Instrumentation & Control site labor cost for 215.228,17479.242180038895,$,category_scale,"ref_215_228_lab, scale_P",0,215.22_lab
818,ce_216_141_fac,Concrete Work factory equipment cost for 216.141,0.0,$,,,0,216.14_fac
819,ce_216_141_mat,Concrete Work site material cost for 216.141,1963645.6682412096,$,category_scale,"ref_216_141_mat, scale_waste_bldg_sup_vol",0,216.14_mat
820,ce_216_141_lab,Concrete Work site labor cost for 216.141,6600126.849979317,$,category_scale,"ref_216_141_lab, scale_waste_bldg_sup_vol",0,216.14_lab
821,ce_216_142_fac,Structural & Miscellaneous Steel factory equipment cost for 216.142,0.0,$,,,0,216.14_fac
822,ce_216_142_mat,Structural & Miscellaneous Steel site material cost for 216.142,1086395.99424991,$,category_scale,"ref_216_142_mat, scale_waste_bldg_bldg_vol",0,216.14_mat
823,ce_216_142_lab,Structural & Miscellaneous Steel site labor cost for 216.142,669483.7152461205,$,category_scale,"ref_216_142_lab, scale_waste_bldg_bldg_vol",0,216.14_lab
824,ce_216_143_fac,Exterior Walls factory equipment cost for 216.143,0.0,$,,,0,216.14_fac
825,ce_216_143_mat,Exterior Walls site material cost for 216.143,161001.8109203252,$,category_scale,"ref_216_143_mat, scale_waste_bldg_sup_S",0,216.14_mat
826,ce_216_143_lab,Exterior Walls site labor cost for 216.143,133726.89152227642,$,category_scale,"ref_216_143_lab, scale_waste_bldg_sup_S",0,216.14_lab
827,ce_216_144_fac,Roof Deck factory equipment cost for 216.144,0.0,$,,,0,216.14_fac
828,ce_216_144_mat,Roof Deck site material cost for 216.144,221100.8038125,$,category_scale,"ref_216_144_mat, scale_waste_bldg_sub_S",0,216.14_mat
829,ce_216_144_lab,Roof Deck site labor cost for 216.144,230682.6900375,$,category_scale,"ref_216_144_lab, scale_waste_bldg_sub_S",0,216.14_lab
830,ce_216_145_fac,Roofing & Flashing factory equipment cost for 216.145,0.0,$,,,0,216.14_fac
831,ce_216_145_mat,Roofing & Flashing site material cost for 216.145,96350.573535,$,category_scale,"ref_216_145_mat, scale_waste_bldg_sub_S",0,216.14_mat
832,ce_216_145_lab,Roofing & Flashing site labor cost for 216.145,110519.1284325,$,category_scale,"ref_216_145_lab, scale_waste_bldg_sub_S",0,216.14_lab
833,ce_216_146_fac,Interior Walls & Partition factory equipment cost for 216.146,0.0,$,,,0,216.14_fac
834,ce_216_146_mat,Interior Walls & Partition site material cost for 216.146,1341.176696562556,$,category_scale,"ref_216_146_mat, scale_waste_bldg_bldg_vol",0,216.14_mat
835,ce_216_146_lab,Interior Walls & Partition site labor cost for 216.146,1453.1731563888388,$,category_scale,"ref_216_146_lab, scale_waste_bldg_bldg_vol",0,216.14_lab
836,ce_216_147_fac,Doors & Windows factory equipment cost for 216.147,0.0,$,,,0,216.14_fac
837,ce_216_147_mat,Doors & Windows site material cost for 216.147,23702.15865118812,$,category_scale,"ref_216_147_mat, scale_waste_bldg_bldg_vol",0,216.14_mat
838,ce_216_147_lab,Doors & Windows site labor cost for 216.147,20971.64083239153,$,category_scale,"ref_216_147_lab, scale_waste_bldg_bldg_vol",0,216.14_lab
839,ce_216_148_fac,"Wall, Floor, & Ceiling Finishing factory equipment cost for 216.148",0.0,$,,,0,216.14_fac
840,ce_216_148_mat,"Wall, Floor, & Ceiling Finishing site material cost for 216.148",184.851319979568,$,category_scale,"ref_216_148_mat, scale_waste_bldg_bldg_vol",0,216.14_mat
841,ce_216_148_lab,"Wall, Floor, & Ceiling Finishing site labor cost for 216.148",3325.2090900270023,$,category_scale,"ref_216_148_lab, scale_waste_bldg_bldg_vol",0,216.14_lab
842,ce_216_149_fac,Painting factory equipment cost for 216.149,0.0,$,,,0,216.14_fac
843,ce_216_149_mat,Painting site material cost for 216.149,25443.96597304065,$,category_scale,"ref_216_149_mat, scale_waste_bldg_sup_S",0,216.14_mat
844,ce_216_149_lab,Painting site labor cost for 216.149,153517.38181317074,$,category_scale,"ref_216_149_lab, scale_waste_bldg_sup_S",0,216.14_lab
845,ce_217_141_fac,Concrete Work factory equipment cost for 217.141,0.0,$,,,0,217.14_fac
846,ce_217_141_mat,Concrete Work site material cost for 217.141,913766.7652189594,$,category_scale,"ref_217_141_mat, scale_fuel_stor_bldg_sup_vol",0,217.14_mat
847,ce_217_141_lab,Concrete Work site labor cost for 217.141,3428635.069330594,$,category_scale,"ref_217_141_lab, scale_fuel_stor_bldg_sup_vol",0,217.14_lab
848,ce_217_142_fac,Structural & Miscellaneous Steel factory equipment cost for 217.142,0.0,$,,,0,217.14_fac
849,ce_217_142_mat,Structural & Miscellaneous Steel site material cost for 217.142,586413.659960625,$,category_scale,"ref_217_142_mat, scale_fuel_stor_bldg_bldg_vol",0,217.14_mat
850,ce_217_142_lab,Structural & Miscellaneous Steel site labor cost for 217.142,415822.97264156246,$,category_scale,"ref_217_142_lab, scale_fuel_stor_bldg_bldg_vol",0,217.14_lab
851,ce_217_145_fac,Roofing & Flashing factory equipment cost for 217.145,0.0,$,,,0,217.14_fac
852,ce_217_145_mat,Roofing & Flashing site material cost for 217.145,36139.55483444445,$,category_scale,"ref_217_145_mat, scale_fuel_stor_bldg_sub_S",0,217.14_mat
853,ce_217_145_lab,Roofing & Flashing site labor cost for 217.145,44419.90458111112,$,category_scale,"ref_217_145_lab, scale_fuel_stor_bldg_sub_S",0,217.14_lab
854,ce_217_147_fac,Doors & Windows factory equipment cost for 217.147,0.0,$,,,0,217.14_fac
855,ce_217_147_mat,Doors & Windows site material cost for 217.147,21447.69019509375,$,category_scale,"ref_217_147_mat, scale_fuel_stor_bldg_bldg_vol",0,217.14_mat
856,ce_217_147_lab,Doors & Windows site labor cost for 217.147,16254.212596125,$,category_scale,"ref_217_147_lab, scale_fuel_stor_bldg_bldg_vol",0,217.14_lab
857,ce_217_149_fac,Painting factory equipment cost for 217.149,0.0,$,,,0,217.14_fac
858,ce_217_149_mat,Painting site material cost for 217.149,13433.403855796876,$,category_scale,"ref_217_149_mat, scale_fuel_stor_bldg_sup_S",0,217.14_mat
859,ce_217_149_lab,Painting site labor cost for 217.149,106400.80266187502,$,category_scale,"ref_217_149_lab, scale_fuel_stor_bldg_sup_S",0,217.14_lab
860,ce_218A_13_fac,Substructure Concrete factory equipment cost for 218A.13,0.0,$,,,0,218A.1_fac
861,ce_218A_13_mat,Substructure Concrete site material cost for 218A.13,77495.37770125395,$,category_scale,"ref_218A_13_mat, scale_cr_dg_bldg_sub_vol",0,218A.1_mat
862,ce_218A_13_lab,Substructure Concrete site labor cost for 218A.13,134750.7765574603,$,category_scale,"ref_218A_13_lab, scale_cr_dg_bldg_sub_vol",0,218A.1_lab
863,ce_218A_14_fac,Superstructure factory equipment cost for 218A.14,0.0,$,sum_all,"ce_218A_141_fac, ce_218A_142_fac, ce_218A_145_fac, ce_218A_146_fac, ce_218A_147_fac, ce_218A_148_fac, ce_218A_149_fac",0,218A.1_fac
864,ce_218A_14_mat,Superstructure site material cost for 218A.14,772476.3988869898,$,sum_all,"ce_218A_141_mat, ce_218A_142_mat, ce_218A_145_mat, ce_218A_146_mat, ce_218A_147_mat, ce_218A_148_mat, ce_218A_149_mat",0,218A.1_mat
865,ce_218A_14_lab,Superstructure site labor cost for 218A.14,1661665.025356886,$,sum_all,"ce_218A_141_lab, ce_218A_142_lab, ce_218A_145_lab, ce_218A_146_lab, ce_218A_147_lab, ce_218A_148_lab, ce_218A_149_lab",0,218A.1_lab
866,ce_218A_141_fac,Concrete Work factory equipment cost for 218A.141,0.0,$,,,0,218A.14_fac
867,ce_218A_141_mat,Concrete Work site material cost for 218A.141,367725.8841529896,$,category_scale,"ref_218A_141_mat, scale_cr_dg_bldg_sup_vol",0,218A.14_mat
868,ce_218A_141_lab,Concrete Work site labor cost for 218A.141,1258072.831596794,$,category_scale,"ref_218A_141_lab, scale_cr_dg_bldg_sup_vol",0,218A.14_lab
869,ce_218A_142_fac,Structural & Miscellaneous Steel factory equipment cost for 218A.142,0.0,$,,,0,218A.14_fac
870,ce_218A_142_mat,Structural & Miscellaneous Steel site material cost for 218A.142,259502.7282345966,$,category_scale,"ref_218A_142_mat, scale_cr_dg_bldg_bldg_vol",0,218A.14_mat
871,ce_218A_142_lab,Structural & Miscellaneous Steel site labor cost for 218A.142,163863.558401292,$,category_scale,"ref_218A_142_lab, scale_cr_dg_bldg_bldg_vol",0,218A.14_lab
872,ce_218A_145_fac,Roofing & Flashing factory equipment cost for 218A.145,0.0,$,,,0,218A.14_fac
873,ce_218A_145_mat,Roofing & Flashing site material cost for 218A.145,27367.367255026456,$,category_scale,"ref_218A_145_mat, scale_cr_dg_bldg_sub_S",0,218A.14_mat
874,ce_218A_145_lab,Roofing & Flashing site labor cost for 218A.145,30723.48155449735,$,category_scale,"ref_218A_145_lab, scale_cr_dg_bldg_sub_S",0,218A.14_lab
875,ce_218A_146_fac,Interior Walls & Partition factory equipment cost for 218A.146,0.0,$,,,0,218A.14_fac
876,ce_218A_146_mat,Interior Walls & Partition site material cost for 218A.146,99298.67336306634,$,category_scale,"ref_218A_146_mat, scale_cr_dg_bldg_bldg_vol",0,218A.14_mat
877,ce_218A_146_lab,Interior Walls & Partition site labor cost for 218A.146,135138.67742067183,$,category_scale,"ref_218A_146_lab, scale_cr_dg_bldg_bldg_vol",0,218A.14_lab
878,ce_218A_147_fac,Doors & Windows factory equipment cost for 218A.147,0.0,$,,,0,218A.14_fac
879,ce_218A_147_mat,Doors & Windows site material cost for 218A.147,5247.427482334195,$,category_scale,"ref_218A_147_mat, scale_cr_dg_bldg_bldg_vol",0,218A.14_mat
880,ce_218A_147_lab,Doors & Windows site labor cost for 218A.147,5200.369174619581,$,category_scale,"ref_218A_147_lab, scale_cr_dg_bldg_bldg_vol",0,218A.14_lab
881,ce_218A_148_fac,"Wall, Floor, & Ceiling Finishing factory equipment cost for 218A.148",0.0,$,,,0,218A.14_fac
882,ce_218A_148_mat,"Wall, Floor, & Ceiling Finishing site material cost for 218A.148",6633.908162802182,$,category_scale,"ref_218A_148_mat, scale_cr_dg_bldg_bldg_vol",0,218A.14_mat
883,ce_218A_148_lab,"Wall, Floor, & Ceiling Finishing site labor cost for 218A.148",13799.17403854149,$,category_scale,"ref_218A_148_lab, scale_cr_dg_bldg_bldg_vol",0,218A.14_lab
884,ce_218A_149_fac,Painting factory equipment cost for 218A.149,0.0,$,,,0,218A.14_fac
885,ce_218A_149_mat,Painting site material cost for 218A.149,6700.410236174496,$,category_scale,"ref_218A_149_mat, scale_cr_dg_bldg_sup_S",0,218A.14_mat
886,ce_218A_149_lab,Painting site labor cost for 218A.149,54866.9331704698,$,category_scale,"ref_218A_149_lab, scale_cr_dg_bldg_sup_S",0,218A.14_lab
887,ce_218A_21_fac,Plumbing & Drains factory equipment cost for 218A.21,0.0,$,,,0,218A.2_fac
888,ce_218A_21_mat,Plumbing & Drains site material cost for 218A.21,35914.109014298025,$,category_scale,"ref_218A_21_mat, scale_cr_dg_bldg_bldg_vol",0,218A.2_mat
889,ce_218A_21_lab,Plumbing & Drains site labor cost for 218A.21,128762.8626741315,$,category_scale,"ref_218A_21_lab, scale_cr_dg_bldg_bldg_vol",0,218A.2_lab
890,ce_218A_23_fac,Special HVAC (Safety Related) factory equipment cost for 218A.23,2319565.4875418823,$,sum_all,"ce_218A_231_fac, ce_218A_232_fac, ce_218A_233_fac, ce_218A_234_fac, ce_218A_235_fac, ce_218A_236_fac, ce_218A_237_fac, ce_218A_238_fac",0,218A.2_fac
891,ce_218A_23_mat,Special HVAC (Safety Related) site material cost for 218A.23,101786.12605361892,$,sum_all,"ce_218A_231_mat, ce_218A_232_mat, ce_218A_233_mat, ce_218A_234_mat, ce_218A_235_mat, ce_218A_236_mat, ce_218A_237_mat, ce_218A_238_mat",0,218A.2_mat
892,ce_218A_23_lab,Special HVAC (Safety Related) site labor cost for 218A.23,874913.5481241005,$,sum_all,"ce_218A_231_lab, ce_218A_232_lab, ce_218A_233_lab, ce_218A_234_lab, ce_218A_235_lab, ce_218A_236_lab, ce_218A_237_lab, ce_218A_238_lab",0,218A.2_lab
893,ce_218A_231_fac,Rotating Machinery factory equipment cost for 218A.231,922959.8281254354,$,category_scale,"ref_218A_231_fac, scale_P",0,218A.23_fac
894,ce_218A_231_mat,Rotating Machinery site material cost for 218A.231,9442.77190127117,$,category_scale,"ref_218A_231_mat, scale_P",0,218A.23_mat
895,ce_218A_231_lab,Rotating Machinery site labor cost for 218A.231,114267.1180063949,$,category_scale,"ref_218A_231_lab, scale_P",0,218A.23_lab
896,ce_218A_232_fac,Heat Transfer Equipment factory equipment cost for 218A.232,798020.9223690351,$,category_scale,"ref_218A_232_fac, scale_P",0,218A.23_fac
897,ce_218A_232_mat,Heat Transfer Equipment site material cost for 218A.232,15906.29165252246,$,category_scale,"ref_218A_232_mat, scale_P",0,218A.23_mat
898,ce_218A_232_lab,Heat Transfer Equipment site labor cost for 218A.232,192375.8725939752,$,category_scale,"ref_218A_232_lab, scale_P",0,218A.23_lab
