ind,cost_element,cost_2017,sup_cost_ele,alg_name,fun_unit,variables,account,algno,updated,source_row_type
403,244_fac,0.0,24_fac,,$,,244,LPSR_DIRECT,1,collapsed_rollup_zero
404,244_mat,3873950.3324222136,24_mat,category_scale,$,"ref_244_mat, scale_tur_plant_equip_elec_P, f_elec_prot",244,LPSR_DIRECT,1,collapsed_category_scaled
405,244_lab,7150832.4945418965,24_lab,category_scale,$,"ref_244_lab, scale_tur_plant_equip_elec_P, f_elec_prot",244,LPSR_DIRECT,1,collapsed_category_scaled
406,245_fac,0.0,24_fac,,$,,245,LPSR_DIRECT,1,collapsed_rollup_zero
407,245_mat,8515139.456262374,24_mat,category_scale,$,"ref_245_mat, scale_tur_plant_equip_elec_P, f_elec_str_wir_cont",245,LPSR_DIRECT,1,collapsed_category_scaled
408,245_lab,50939192.372033656,24_lab,category_scale,$,"ref_245_lab, scale_tur_plant_equip_elec_P, f_elec_str_wir_cont",245,LPSR_DIRECT,1,collapsed_category_scaled
409,246_fac,2329902.410048628,24_fac,category_scale,$,"ref_246_fac, scale_tur_plant_equip_elec_P, f_elec_P_ctrl_wir",246,LPSR_DIRECT,1,collapsed_category_scaled
410,246_mat,14062850.034745743,24_mat,category_scale,$,"ref_246_mat, scale_tur_plant_equip_elec_P, f_elec_P_ctrl_wir",246,LPSR_DIRECT,1,collapsed_category_scaled
411,246_lab,28571322.39511492,24_lab,category_scale,$,"ref_246_lab, scale_tur_plant_equip_elec_P, f_elec_P_ctrl_wir",246,LPSR_DIRECT,1,collapsed_category_scaled
412,25_fac,38416698.32520889,2_fac,,$,,25,LPSR_DIRECT,1,rollup_from_subaccounts
413,25_mat,11747093.468184102,2_mat,,$,,25,LPSR_DIRECT,1,rollup_from_subaccounts
414,25_lab,80027526.34271017,2_lab,,$,,25,LPSR_DIRECT,1,rollup_from_subaccounts
415,251_fac,11089163.658378892,25_fac,,$,,251,LPSR_DIRECT,1,rollup_from_subaccounts
416,251_mat,259432.67340749945,25_mat,,$,,251,LPSR_DIRECT,1,rollup_from_subaccounts
417,251_lab,2488193.091137278,25_lab,,$,,251,LPSR_DIRECT,1,rollup_from_subaccounts
418,251.1_fac,11089163.658378892,251_fac,,$,,251.1,LPSR_DIRECT,1,rollup_from_subaccounts
419,251.1_mat,259432.67340749945,251_mat,,$,,251.1,LPSR_DIRECT,1,rollup_from_subaccounts
420,251.1_lab,2488193.091137278,251_lab,,$,,251.1,LPSR_DIRECT,1,rollup_from_subaccounts
421,251.11_fac,3903693.019735131,251.1_fac,category_scale,$,"ref_251_11_fac, scale_P",251.11,LPSR_DIRECT,1,collapsed_category_scaled
422,251.11_mat,63127.3794053202,251.1_mat,category_scale,$,"ref_251_11_mat, scale_P",251.11,LPSR_DIRECT,1,collapsed_category_scaled
423,251.11_lab,605456.436651082,251.1_lab,category_scale,$,"ref_251_11_lab, scale_P",251.11,LPSR_DIRECT,1,collapsed_category_scaled
424,251.12_fac,5576704.31390733,251.1_fac,category_scale,$,"ref_251_12_fac, scale_P",251.12,LPSR_DIRECT,1,category_scaled
425,251.12_mat,126254.75877079969,251.1_mat,category_scale,$,"ref_251_12_mat, scale_P",251.12,LPSR_DIRECT,1,category_scaled
426,251.12_lab,1210901.1673027962,251.1_lab,category_scale,$,"ref_251_12_lab, scale_P",251.12,LPSR_DIRECT,1,category_scaled
427,251.16_fac,671880.0,251.1_fac,category_scale,$,ref_251_16_fac,251.16,LPSR_DIRECT,1,category_scaled
428,251.16_mat,59651.36136,251.1_mat,category_scale,$,ref_251_16_mat,251.16,LPSR_DIRECT,1,category_scaled
429,251.16_lab,572112.3209,251.1_lab,category_scale,$,ref_251_16_lab,251.16,LPSR_DIRECT,1,category_scaled
430,251.17_fac,936886.3247364314,251.1_fac,category_scale,$,"ref_251_17_fac, scale_P",251.17,LPSR_DIRECT,1,category_scaled
431,251.17_mat,10399.173871379557,251.1_mat,category_scale,$,"ref_251_17_mat, scale_P",251.17,LPSR_DIRECT,1,category_scaled
432,251.17_lab,99723.16628339975,251.1_lab,category_scale,$,"ref_251_17_lab, scale_P",251.17,LPSR_DIRECT,1,category_scaled
433,252_fac,18234671.28257056,25_fac,,$,,252,LPSR_DIRECT,1,rollup_from_subaccounts
434,252_mat,9738804.697073834,25_mat,,$,,252,LPSR_DIRECT,1,rollup_from_subaccounts
435,252_lab,63419707.86294556,25_lab,,$,,252,LPSR_DIRECT,1,rollup_from_subaccounts
436,252.1_fac,3221068.4523098907,252_fac,category_scale,$,"ref_252_1_fac, scale_V_of_212_213_215_216_217",252.1,LPSR_DIRECT,1,collapsed_category_scaled
437,252.1_mat,673761.8570905332,252_mat,category_scale,$,"ref_252_1_mat, scale_V_of_212_213_215_216_217",252.1,LPSR_DIRECT,1,collapsed_category_scaled
438,252.1_lab,15837189.48628141,252_lab,category_scale,$,"ref_252_1_lab, scale_V_of_212_213_215_216_217",252.1,LPSR_DIRECT,1,collapsed_category_scaled
439,252.2_fac,10315415.353044972,252_fac,category_scale,$,"ref_252_2_fac, scale_V_of_212_213_215_216_217",252.2,LPSR_DIRECT,1,collapsed_category_scaled
440,252.2_mat,8361373.834305692,252_mat,category_scale,$,"ref_252_2_mat, scale_V_of_212_213_215_216_217",252.2,LPSR_DIRECT,1,collapsed_category_scaled
441,252.2_lab,39774923.871399626,252_lab,category_scale,$,"ref_252_2_lab, scale_V_of_212_213_215_216_217",252.2,LPSR_DIRECT,1,collapsed_category_scaled
442,252.3_fac,4698187.477215703,252_fac,category_scale,$,"ref_252_3_fac, scale_V_of_212_213_215_216_217",252.3,LPSR_DIRECT,1,collapsed_category_scaled
443,252.3_mat,432800.98174760776,252_mat,category_scale,$,"ref_252_3_mat, scale_V_of_212_213_215_216_217",252.3,LPSR_DIRECT,1,collapsed_category_scaled
444,252.3_lab,7323253.888364514,252_lab,category_scale,$,"ref_252_3_lab, scale_V_of_212_213_215_216_217",252.3,LPSR_DIRECT,1,collapsed_category_scaled
445,252.4_fac,0.0,252_fac,,$,,252.4,LPSR_DIRECT,1,collapsed_rollup_zero
446,252.4_mat,270868.02393,252_mat,category_scale,$,ref_252_4_mat,252.4,LPSR_DIRECT,1,collapsed_category_scaled
447,252.4_lab,484340.6169,252_lab,category_scale,$,ref_252_4_lab,252.4,LPSR_DIRECT,1,collapsed_category_scaled
448,253_fac,3460827.43404369,25_fac,category_scale,$,"ref_253_fac, scale_V_of_212_213_215_216_217",253,LPSR_DIRECT,1,collapsed_category_scaled
449,253_mat,1165404.5140454122,25_mat,category_scale,$,"ref_253_mat, scale_V_of_212_213_215_216_217",253,LPSR_DIRECT,1,collapsed_category_scaled
450,253_lab,8439054.116516044,25_lab,category_scale,$,"ref_253_lab, scale_V_of_212_213_215_216_217",253,LPSR_DIRECT,1,collapsed_category_scaled
451,254_fac,3963181.950215752,25_fac,category_scale,$,"ref_254_fac, scale_V_of_212_213_215_216_217",254,LPSR_DIRECT,1,collapsed_category_scaled
452,254_mat,130196.58375735312,25_mat,category_scale,$,"ref_254_mat, scale_V_of_212_213_215_216_217",254,LPSR_DIRECT,1,collapsed_category_scaled
453,254_lab,1127418.773111296,25_lab,category_scale,$,"ref_254_lab, scale_V_of_212_213_215_216_217",254,LPSR_DIRECT,1,collapsed_category_scaled
454,255_fac,1668854.0,25_fac,category_scale,$,ref_255_fac,255,LPSR_DIRECT,1,category_scaled
455,255_mat,453254.9999,25_mat,category_scale,$,ref_255_mat,255,LPSR_DIRECT,1,category_scaled
456,255_lab,4553152.499,25_lab,category_scale,$,ref_255_lab,255,LPSR_DIRECT,1,category_scaled
457,26_fac,70104925.57582445,2_fac,,$,,26,LPSR_DIRECT,1,rollup_from_subaccounts
458,26_mat,8565146.74783129,2_mat,,$,,26,LPSR_DIRECT,1,rollup_from_subaccounts
459,26_lab,52487330.30253166,2_lab,,$,,26,LPSR_DIRECT,1,rollup_from_subaccounts
460,261_fac,393999.2808784443,26_fac,category_scale,$,"ref_261_fac, scale_rej_th_P",261,LPSR_DIRECT,1,collapsed_category_scaled
461,261_mat,3935091.3269656086,26_mat,category_scale,$,"ref_261_mat, scale_rej_th_P",261,LPSR_DIRECT,1,collapsed_category_scaled
462,261_lab,9157392.084261214,26_lab,category_scale,$,"ref_261_lab, scale_rej_th_P",261,LPSR_DIRECT,1,collapsed_category_scaled
463,262_fac,69710926.294946,26_fac,,$,,262,LPSR_DIRECT,1,rollup_from_subaccounts
464,262_mat,4630055.420865682,26_mat,,$,,262,LPSR_DIRECT,1,rollup_from_subaccounts
465,262_lab,43329938.21827044,26_lab,,$,,262,LPSR_DIRECT,1,rollup_from_subaccounts
466,262.1_fac,69710926.294946,262_fac,,$,,262.1,LPSR_DIRECT,1,rollup_from_subaccounts
467,262.1_mat,4630055.420865682,262_mat,,$,,262.1,LPSR_DIRECT,1,rollup_from_subaccounts
468,262.1_lab,43329938.21827044,262_lab,,$,,262.1,LPSR_DIRECT,1,rollup_from_subaccounts
469,262.11_fac,821716.7943638151,262.1_fac,category_scale,$,"ref_262_11_fac, scale_rej_th_P",262.11,LPSR_DIRECT,1,category_scaled
470,262.11_mat,31498.703837626967,262.1_mat,category_scale,$,"ref_262_11_mat, scale_rej_th_P",262.11,LPSR_DIRECT,1,category_scaled
471,262.11_lab,299903.0234635871,262.1_lab,category_scale,$,"ref_262_11_lab, scale_rej_th_P",262.11,LPSR_DIRECT,1,category_scaled
472,262.12_fac,19786129.24,262.1_fac,category_scale,$,ref_262_12_fac,262.12,LPSR_DIRECT,1,category_scaled
473,262.12_mat,2229912.276,262.1_mat,category_scale,$,ref_262_12_mat,262.12,LPSR_DIRECT,1,category_scaled
474,262.12_lab,15368420.84,262.1_lab,category_scale,$,ref_262_12_lab,262.12,LPSR_DIRECT,1,category_scaled
475,262.13_fac,46373708.0116178,262.1_fac,category_scale,$,"ref_262_13_fac, scale_rej_th_P",262.13,LPSR_DIRECT,1,category_scaled
476,262.13_mat,2145876.2276741937,262.1_mat,category_scale,$,"ref_262_13_mat, scale_rej_th_P",262.13,LPSR_DIRECT,1,category_scaled
477,262.13_lab,26981789.27575636,262.1_lab,category_scale,$,"ref_262_13_lab, scale_rej_th_P",262.13,LPSR_DIRECT,1,category_scaled
478,262.14_fac,0.0,262.1_fac,,$,,262.14,LPSR_DIRECT,1,category_scaled
479,262.14_mat,117794.90776448436,262.1_mat,category_scale,$,"ref_262_14_mat, scale_rej_th_P",262.14,LPSR_DIRECT,1,category_scaled
480,262.14_lab,130629.59200136008,262.1_lab,category_scale,$,"ref_262_14_lab, scale_rej_th_P",262.14,LPSR_DIRECT,1,category_scaled
481,262.15_fac,2729372.248964384,262.1_fac,category_scale,$,"ref_262_15_fac, scale_rej_th_P",262.15,LPSR_DIRECT,1,category_scaled
482,262.15_mat,104973.30558937664,262.1_mat,category_scale,$,"ref_262_15_mat, scale_rej_th_P",262.15,LPSR_DIRECT,1,category_scaled
483,262.15_lab,549195.4870491357,262.1_lab,category_scale,$,"ref_262_15_lab, scale_rej_th_P",262.15,LPSR_DIRECT,1,category_scaled
484,219_fac,0.0,21_fac,,$,,219,LPSR_DIRECT,1,collapsed_rollup_zero
485,219_mat,0.0,21_mat,,$,,219,LPSR_DIRECT,1,collapsed_rollup_zero
486,219_lab,0.0,21_lab,,$,,219,LPSR_DIRECT,1,collapsed_rollup_zero
